Client,data_recente,target,qt_faltas,moda_staff_faltante,moda_servico_faltante,moda_servico_cancelado,moda_staff_cancelado,antecedencia,qt_cancelamentos,moda_staff_prestou_servico,moda_dia,qte_servicos_por_dia,media,mediana,desvio_padrao,min,max,sum,qte_servico_recebido,recencia,ultimo_pagamento
MAUA01,2018-05-26,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DHAL01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WALC01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KEN*01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Wednesday,2.0,54.155,54.155,22.40821389580169,38.31,70.0,108.31,2,55.0,108.31
LEB01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MULN01,2018-06-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Tuesday,4.0,42.65,44.099999999999994,9.256889326334196,32.0,50.4,170.6,4,7.0,170.6
STEJ01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
AYKS01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
VANJ01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BUFJ01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BUFW01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PUGS01,2018-06-01,0,1,JJ,CON,nenhum,nenhum,,0,JJ,Tuesday,2.0,111.0,111.0,26.870057685088806,92.0,130.0,222.0,2,3.0,222.0
HILD01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,JOANNE,Tuesday,2.0,92.5,92.5,123.74368670764582,5.0,180.0,185.0,2,2.0,185.0
THOA01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DODK01,2018-05-29,0,1,SINEAD,CON,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ANDM01,2018-05-29,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BALJ01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,SINEAD,Wednesday,1.0,70.0,70.0,,70.0,70.0,70.0,1,56.0,70.0
HOUC01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DEK01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MOHR01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FREJ01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHUH01,2018-05-30,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WILS01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LEEJ01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
STED01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MACK01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HOLG01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
OGRS01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PAUB01,2018-05-31,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FZUA01,2018-06-01,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PAIK01,2018-06-01,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HOFA01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PURD01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
METJ01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PEDM02,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PHIC01,2018-06-02,0,1,SINEAD,SHCW,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ABLD01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BURK01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
VARL01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FERK01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MAF*01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DHAS01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CZES01,2018-06-03,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MICM01,2018-06-03,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
INGS01,2018-07-27,1,0,nenhum,nenhum,nenhum,nenhum,,0,BECKY,Sunday,1.0,60.0,60.0,,60.0,60.0,60.0,1,54.0,60.0
COMJ01,2018-06-03,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
AITS01,2018-06-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
GORM01,2018-06-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
FEDS01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ANDE01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHRJ01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WEES01,2018-06-28,1,0,nenhum,nenhum,nenhum,nenhum,,0,JJ,Wednesday,1.0,40.0,40.0,,40.0,40.0,40.0,1,22.0,40.0
NGUJ01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
AMAK01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LEEK01,2018-06-06,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BIZK01,2018-06-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
WINJ01,2018-06-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CLUS01,2018-06-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SWAM01,2018-06-07,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MALJ01,2018-06-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DANJ02,2018-04-05,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
STOK02,2018-06-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
NGC01,2018-06-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MERN01,2018-06-15,0,0,nenhum,nenhum,nenhum,nenhum,,0,KELLY,Friday,1.0,55.0,55.0,,55.0,55.0,55.0,1,7.0,55.0
CALC01,2018-06-08,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
YANJ01,2018-06-09,0,0,nenhum,nenhum,SHCW,KELLY,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
GOOA01,2018-07-28,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TAA01,2018-06-14,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LIAA01,2018-07-19,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
DONB01,2018-06-05,0,0,nenhum,nenhum,CBAL,JOANNE,1.3333333333333333,6,nenhum,nenhum,,,,,,,0.0,0,,0.0
ELCB01,2018-07-10,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BHAB01,2018-05-17,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
OZDC02,2018-07-19,1,1,JOANNE,CON,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MEIC01,2018-06-28,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
GAD*01,2018-06-29,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHOC01,2018-04-13,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
CHAD01,2018-06-09,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
PET*01,2018-07-14,0,0,nenhum,nenhum,SHCW,JJ,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
MENE01,2018-05-23,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
BISJ01,2018-04-28,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LEEJ02,2018-07-24,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
HENK01,2018-07-31,0,0,nenhum,nenhum,CHLPL,JOANNE,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
SHAL01,2018-05-22,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
LEGL01,2018-04-28,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
AURM01,2018-06-23,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ATMM01,2018-07-26,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
JAYM01,2018-06-02,0,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
MEYN01,2018-07-27,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
TN01,2018-07-19,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
JENP01,2018-07-04,1,0,nenhum,nenhum,SHCC,KELLY,1.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
MARR02,2018-06-09,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
KIRR01,2018-06-19,1,1,BECKY,SHCM,SHCM,BECKY,0.0,3,nenhum,nenhum,,,,,,,0.0,0,,0.0
CARS01,2018-05-25,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
SHMS01,2018-07-13,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
COLS01,2018-04-22,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
ROUT01,2018-06-17,1,0,nenhum,nenhum,SBD,JJ,0.0,1,nenhum,nenhum,,,,,,,0.0,0,,0.0
MIRY01,2018-05-19,1,0,nenhum,nenhum,nenhum,nenhum,,0,nenhum,nenhum,,,,,,,0.0,0,,0.0
