Code,Staff,Service,Date,TimeInt,turno
COLJ01,JJ,SHCM,2018-07-25,550,manha
DOWR01,TANYA,SBD,2018-07-25,810,tarde
GA01,TANYA,CTU,2018-07-25,1110,noite
GA01,TANYA,SBD,2018-07-25,1170,noite
GAGC01,JJ,SHCW,2018-07-25,900,tarde
GARJ02,JJ,SHCW,2018-07-25,960,tarde
HENI01,JJ,FRI,2018-07-25,730,tarde
KRAS01,KELLY,SHCW,2018-07-25,760,tarde
LAIA01,KELLY,SBD,2018-07-25,870,tarde
MCLI01,JJ,SHCM,2018-07-25,1100,noite
MOOJ01,KELLY,SBD,2018-07-25,960,tarde
NEEL01,JOANNE,CTU,2018-07-25,720,tarde
NEEL01,JJ,SHCW,2018-07-25,800,tarde
RADP01,KELLY,SHCW,2018-07-25,600,manha
RUTA01,JOANNE,CTU,2018-07-25,600,manha
RUTA01,JJ,SHCW,2018-07-25,670,manha
WOOJ01,JOANNE,CON,2018-07-25,960,tarde
WOOJ01,JJ,CON,2018-07-25,1150,noite
BRAN01,BECKY,SHCM,2018-07-26,540,manha
CAYK01,JOANNE,CFC,2018-07-26,1050,tarde
CAYK01,JOANNE,TRE 1,2018-07-26,1130,noite
CAYK01,KELLY,SHCW,2018-07-26,1150,noite
COLG01,JJ,SBD,2018-07-26,600,manha
GOOA02,BECKY,SHCW,2018-07-26,480,manha
HILJ01,BECKY,SBD,2018-07-26,870,tarde
JONC01,BECKY,SHCM,2018-07-26,1040,tarde
LYNG01,JJ,SHCM,2018-07-26,540,manha
MACR01,JJ,SHCM,2018-07-26,640,manha
MACT02,JJ,SHCC,2018-07-26,690,manha
MAKM01,BECKY,SHCM,2018-07-26,990,tarde
MILJ01,JJ,SBD,2018-07-26,1120,noite
MOOJ01,KELLY,CHLHH,2018-07-26,870,tarde
SCHJ02,JJ,SHCM,2018-07-26,820,tarde
SCOL01,BECKY,SHCW,2018-07-26,920,tarde
SIRM01,BECKY,SBD,2018-07-26,600,manha
SKUT01,BECKY,SHCW,2018-07-26,750,tarde
SMIC01,BECKY,SHCW,2018-07-26,690,manha
SMIL01,JJ,SHCM,2018-07-26,720,tarde
TASR01,JOANNE,CCO,2018-07-26,780,tarde
TASR01,JOANNE,SMARTBOND,2018-07-26,820,tarde
THOD01,JJ,SHCM,2018-07-26,890,tarde
VERD01,KELLY,SHCM,2018-07-26,1030,tarde
WEEJ01,JJ,SBD,2018-07-26,780,tarde
AMAB01,KELLY,SHCM,2018-07-27,960,tarde
CHMY01,BECKY,SHCW,2018-07-27,650,manha
CHUJ01,HOUSE,SBD5+1,2018-07-27,1080,noite
DUFD01,JJ,SHCM,2018-07-27,690,manha
GRIF01,JOANNE,CTU,2018-07-27,780,tarde
GRIF01,JJ,SHCW,2018-07-27,870,tarde
JAMM01,BECKY,SHCM,2018-07-27,840,tarde
JONE01,KELLY,CBAL,2018-07-27,600,manha
JONE01,KELLY,SBD,2018-07-27,770,tarde
KENJ01,KELLY,SBD,2018-07-27,990,tarde
KUCM02,JJ,SHCW,2018-07-27,1050,tarde
LEAS01,JOANNE,CAL,2018-07-27,660,manha
LINM01,JOANNE,CHLPL,2018-07-27,880,tarde
LINM01,JJ,SHCW,2018-07-27,990,tarde
LOSC01,KELLY,SHCW,2018-07-27,810,tarde
LYOH01,BECKY,SHCW,2018-07-27,890,tarde
MARR01,JJ,SHCW,2018-07-27,930,tarde
MCKT01,BECKY,SHCW,2018-07-27,1020,tarde
MERM01,BECKY,SHCM,2018-07-27,710,manha
PN01,KELLY,SHCM,2018-07-27,1030,tarde
SCHJ01,JJ,SHCM,2018-07-27,740,tarde
SCHJ01,JJ,CCAMO,2018-07-27,790,tarde
SKUD01,BECKY,SBD,2018-07-27,600,manha
STEL02,BECKY,SHCM,2018-07-27,970,tarde
THIA01,KELLY,SHCW,2018-07-27,1080,noite
WOOD02,JJ,SBD,2018-07-27,1110,noite
ZIMJ01,JJ,CON,2018-07-27,670,manha
BOTN01,BECKY,SHCM,2018-07-28,540,manha
BROS01,BECKY,SBD,2018-07-28,970,tarde
BURT01,JOANNE,CAL,2018-07-28,780,tarde
BURT01,JJ,SHCM,2018-07-28,850,tarde
COAJ01,JOANNE,CHLHHC,2018-07-28,810,tarde
COAJ01,BECKY,SHCW,2018-07-28,910,tarde
DD01,KELLY,SBD,2018-07-28,950,tarde
HOC01,KELLY,CT,2018-07-28,540,manha
HOC01,KELLY,SHCW,2018-07-28,600,manha
IRWE01,JOANNE,CTU,2018-07-28,590,manha
IRWE01,BECKY,SHCM,2018-07-28,660,manha
JOYA01,BECKY,SHCW,2018-07-28,590,manha
KELA01,JJ,SDUD,2018-07-28,480,manha
KELR01,BECKY,SBD,2018-07-28,480,manha
KOMK01,KELLY,SHCW,2018-07-28,740,tarde
MARM01,JOANNE,CFC,2018-07-28,900,tarde
NELT01,BECKY,SBD,2018-07-28,870,tarde
NEML01,JJ,SBD,2018-07-28,950,tarde
PERB01,JJ,SBD,2018-07-28,900,tarde
RUMJ02,JOANNE,CHLPL,2018-07-28,540,manha
SARK01,JOANNE,CON,2018-07-28,690,manha
TOLM01,KELLY,SHCW,2018-07-28,900,tarde
ALIA01,BECKY,SHCM,2018-07-29,720,tarde
APTM01,JJ,SHCM,2018-07-29,660,manha
KOOM02,JJ,SHCM,2018-07-29,720,tarde
RIHM01,BECKY,SBD,2018-07-29,960,tarde
SEEK01,BECKY,SBD,2018-07-29,870,tarde
SPIJ01,BECKY,SHCM,2018-07-29,660,manha
TYRA01,JJ,SHCW,2018-07-29,780,tarde
WONM02,JJ,SBD,2018-07-29,960,tarde
BIAB01,KELLY,CHLPL,2018-07-31,660,manha
BIAB01,KELLY,SHCW,2018-07-31,750,tarde
GHOP01,JOANNE,CALC,2018-07-31,680,manha
GHOP01,BECKY,SHCW,2018-07-31,770,tarde
HENK01,JOANNE,CHLPL,2018-07-31,1050,tarde
HENK01,JJ,SHCW,2018-07-31,1150,noite
KUKK01,JOANNE,CALC,2018-07-31,990,tarde
KUKK01,BECKY,SHCW,2018-07-31,1090,noite
LINR01,JJ,SHCW,2018-07-31,780,tarde
SARK01,JOANNE,CHLFH,2018-07-31,810,tarde
TAYL01,JOANNE,CHLFH,2018-07-31,730,tarde
ARRM01,JOANNE,CTU,2018-08-01,600,manha
ARRM01,JJ,SHCW,2018-08-01,670,manha
COLG01,JOANNE,CTU,2018-08-01,870,tarde
COLG01,JJ,SHCW,2018-08-01,940,tarde
GALB01,JJ,SHCM,2018-08-01,1050,tarde
SLEA01,JJ,SHCM,2018-08-01,750,tarde
BUDG02,BECKY,SHCM,2018-08-02,1030,tarde
CEEJ01,JJ,SHCW,2018-08-02,600,manha
ERWS01,JOANNE,CALC,2018-08-02,1020,tarde
ERWS01,JJ,SHCW,2018-08-02,1120,noite
MICK02,TANYA,CON,2018-08-02,540,manha
REIM01,BECKY,SHCM,2018-08-02,750,tarde
STOD01,BECKY,SHCM,2018-08-02,480,manha
BROS01,BECKY,SHCW,2018-08-03,640,manha
CHEW01,JJ,SHCW,2018-08-03,600,manha
KRAV01,KELLY,CDPB,2018-08-03,720,tarde
KRAV01,KELLY,SMARTBOND,2018-08-03,750,tarde
MESN01,BECKY,SBD,2018-08-03,1030,tarde
NICP01,BECKY,SHCM,2018-08-03,980,tarde
SIRM01,BECKY,SBD,2018-08-03,540,manha
YATT01,BECKY,SHCM,2018-08-03,590,manha
KOSI01,JOANNE,CTU,2018-08-04,630,manha
KOSI01,JJ,SHCW,2018-08-04,710,manha
MOLA01,JJ,SHCW,2018-08-04,630,manha
TUMM01,JOANNE,CTU,2018-08-04,540,manha
TUMM01,KELLY,SHCW,2018-08-04,620,manha
WONM02,JJ,SBD,2018-08-04,960,tarde
JOHD01,BECKY,SHCM,2018-08-07,1140,noite
LAWJ01,BECKY,SHCM,2018-08-07,1020,tarde
LEHJ01,JJ,SHCM,2018-08-07,1080,noite
MARD01,BECKY,SHCW,2018-08-07,600,manha
OWED01,BECKY,SHCM,2018-08-07,810,tarde
SKUD01,BECKY,SBD,2018-08-07,660,manha
WOOJ01,BECKY,SBD,2018-08-07,1100,noite
COLG01,JJ,SBD,2018-08-08,540,manha
LEEO01,JOANNE,CTU,2018-08-08,630,manha
POTR01,JJ,SHCM,2018-08-08,1080,noite
TAYJ01,JJ,SHCW,2018-08-08,1020,tarde
WOOD01,JOANNE,CTU,2018-08-08,600,manha
WOOD01,JJ,SHCW,2018-08-08,670,manha
BANR01,JOANNE,CTU,2018-08-09,600,manha
BANR01,BECKY,SBD,2018-08-09,690,manha
BROS01,BECKY,SBD,2018-08-09,840,tarde
CARB01,BECKY,FRI,2018-08-09,1070,tarde
GELK01,JJ,SHCW,2018-08-09,790,tarde
MESN01,BECKY,SBD,2018-08-09,540,manha
SIDA01,BECKY,SHCW,2018-08-09,620,manha
TAYN01,JJ,SHCW,2018-08-09,690,manha
FLEL01,BECKY,SHCM,2018-08-10,900,tarde
HAMN01,JOANNE,CALC,2018-08-10,700,manha
LEGB01,KELLY,SHCW,2018-08-10,1080,noite
LIND01,JOANNE,CFC,2018-08-10,750,tarde
LIND01,BECKY,SBD,2018-08-10,840,tarde
MARK01,BECKY,CON,2018-08-10,1070,tarde
PENM01,JOANNE,CFC,2018-08-10,660,manha
PENM01,BECKY,SBD,2018-08-10,750,tarde
SIRM01,BECKY,SBD,2018-08-10,540,manha
BYRP01,BECKY,SHCW,2018-08-11,480,manha
SHAA01,BECKY,SHCM,2018-08-11,600,manha
YANC01,JOANNE,CTU,2018-08-11,600,manha
BRAN01,BECKY,SHCM,2018-08-12,660,manha
GRIA01,BECKY,SHCW,2018-08-14,600,manha
GRIP01,BECKY,SHCM,2018-08-14,670,manha
KIRJ01,KELLY,SHCM,2018-08-14,490,manha
MOIB01,JOANNE,CTU,2018-08-14,1020,tarde
PIPJ01,JJ,SHCM,2018-08-14,1060,tarde
SMIL01,JJ,SHCM,2018-08-14,540,manha
VERD01,KELLY,SHCM,2018-08-14,900,tarde
WEIA01,JJ,SHCW,2018-08-14,870,tarde
WONM02,JJ,SBD,2018-08-14,480,manha
DOLD01,JJ,SHCW,2018-08-15,900,tarde
GOSD01,JOANNE,CHLPL,2018-08-15,600,manha
GOSD01,JJ,SHCW,2018-08-15,700,manha
LEVL01,JJ,SHCW,2018-08-15,600,manha
JOHJ01,JOANNE,CHLPL,2018-08-16,1050,tarde
RICP01,BECKY,SHCW,2018-08-16,480,manha
SLUS01,JJ,SHCM,2018-08-16,660,manha
WIL*01,JOANNE,CTU,2018-08-16,630,manha
WIL*01,JJ,SHCW,2018-08-16,710,manha
BROS01,BECKY,SBD,2018-08-17,590,manha
CAND01,JJ,SHCM,2018-08-17,840,tarde
CAND01,JJ,CCAMO,2018-08-17,890,tarde
DANJ03,JJ,SHCW,2018-08-17,600,manha
HOLL01,JOANNE,CALC,2018-08-17,750,tarde
HOLL01,TANYA,SBD,2018-08-17,850,tarde
KLEA01,BECKY,SHCM,2018-08-17,630,manha
MUMK01,JOANNE,CTU,2018-08-17,720,tarde
MUMK01,JJ,SHCW,2018-08-17,790,tarde
PARS01,JOANNE,CHLPL,2018-08-17,660,manha
PARS01,BECKY,SHCW,2018-08-17,780,tarde
SCHP01,JOANNE,CAL,2018-08-17,840,tarde
SCHP01,BECKY,SHCW,2018-08-17,900,tarde
SIRM01,BECKY,SBD,2018-08-17,540,manha
BOTJ01,JJ,SHCW,2018-08-18,900,tarde
SPEK01,JOANNE,CTU,2018-08-18,600,manha
SPEK01,JJ,SHCW,2018-08-18,680,manha
WONM02,JJ,SBD,2018-08-18,960,tarde
BURL01,JOANNE,CHLPHC,2018-08-21,660,manha
HENB01,JJ,SHCM,2018-08-21,650,manha
NIES02,JJ,SHCM,2018-08-21,600,manha
.L01,JJ,SHCW,2018-08-22,660,manha
BROS01,BECKY,SBD,2018-08-23,840,tarde
HERD01,KELLY,SHCW,2018-08-23,1110,noite
LYNG01,JJ,SHCM,2018-08-23,540,manha
MAKM01,BECKY,SHCM,2018-08-23,990,tarde
ANDE03,KELLY,SHCW,2018-08-24,660,manha
BORJ01,JJ,SHCM,2018-08-24,1020,tarde
SIRM01,BECKY,SBD,2018-08-24,540,manha
FZUA01,BECKY,SHCW,2018-08-25,900,tarde
HELJ01,BECKY,SHCM,2018-08-25,620,manha
IRWE01,JOANNE,CTU,2018-08-25,590,manha
IRWE01,BECKY,SHCM,2018-08-25,670,manha
MARG01,JJ,SHCM,2018-08-25,570,manha
METJ01,BECKY,SHCW,2018-08-25,550,manha
METJ01,BECKY,TRE 1,2018-08-25,610,manha
SARA01,JJ,SHCM,2018-08-25,620,manha
WONM02,JJ,SBD,2018-08-26,960,tarde
BROS02,BECKY,SHCM,2018-08-28,1100,noite
FLAD01,BECKY,SHCM,2018-08-28,1050,tarde
FLAS01,JOANNE,CFC,2018-08-28,1050,tarde
FLAS01,BECKY,SHCW,2018-08-28,1140,noite
MELE01,BECKY,SHCM,2018-08-28,600,manha
BENC01,JOANNE,CTU,2018-08-29,900,tarde
COLJ01,JJ,SHCM,2018-08-29,550,manha
BROS01,BECKY,SBD,2018-08-30,840,tarde
SIDA01,BECKY,SHCW,2018-08-30,620,manha
BERI01,JJ,SHCM,2018-08-31,540,manha
BOTN01,BECKY,SHCM,2018-08-31,590,manha
KINN01,JJ,SHCW,2018-08-31,720,tarde
KOOM01,JJ,SHCW,2018-08-31,660,manha
SCHC01,JOANNE,CHLPL,2018-08-31,900,tarde
SIRM01,BECKY,SBD,2018-08-31,540,manha
SMIS01,JOANNE,CHLFH,2018-09-01,630,manha
SMIS01,JJ,SHCW,2018-09-01,750,tarde
WONM02,JJ,SBD,2018-09-01,960,tarde
BROS01,BECKY,SBD,2018-09-04,840,tarde
NELT01,BECKY,SBD,2018-09-04,600,manha
SMIC01,BECKY,SHCW,2018-09-06,1020,tarde
SIRM01,BECKY,SBD,2018-09-07,540,manha
CHIT01,JJ,SHCW,2018-09-08,960,tarde
MARM01,JOANNE,CFC,2018-09-08,900,tarde
NELT01,BECKY,SBD,2018-09-09,660,manha
WONM02,JJ,SBD,2018-09-09,960,tarde
BROS01,BECKY,SBD,2018-09-11,840,tarde
HEIM01,BECKY,SHCW,2018-09-11,960,tarde
SLUS01,JJ,SHCM,2018-09-12,660,manha
LYNG01,JJ,SHCM,2018-09-13,540,manha
CHEW01,JJ,SHCW,2018-09-14,600,manha
SIRM01,BECKY,SBD,2018-09-14,540,manha
WONM02,JJ,SBD,2018-09-15,960,tarde
BROS01,TANYA,SBD,2018-09-18,840,tarde
KUCM02,JJ,SHCW,2018-09-21,1050,tarde
PAE01,KELLY,CHLPL,2018-09-21,960,tarde
PAE01,KELLY,CT,2018-09-21,1040,tarde
SARM01,JOANNE,CFC,2018-09-21,660,manha
SARM01,JJ,SHCW,2018-09-21,740,tarde
SIRM01,BECKY,SBD,2018-09-21,540,manha
WEIA01,JJ,SHCW,2018-09-21,810,tarde
GREC01,KELLY,SBD,2018-09-22,630,manha
GREL01,BECKY,SBD,2018-09-22,630,manha
RUMJ02,JOANNE,CHLPL,2018-09-22,600,manha
RUMJ02,JJ,SHCW,2018-09-22,690,manha
WANM01,BECKY,SHCW,2018-09-23,840,tarde
WONM02,JJ,SBD,2018-09-23,960,tarde
SIDA01,BECKY,SHCW,2018-09-25,620,manha
BROS01,BECKY,SBD,2018-09-28,780,tarde
SIRM01,BECKY,SBD,2018-09-28,540,manha
BURT01,JOANNE,CALC,2018-09-29,540,manha
BURT01,JJ,SHCM,2018-09-29,610,manha
SLUS01,JJ,SHCM,2018-10-10,660,manha
KOOM01,JJ,SHCW,2018-10-12,660,manha
CHEW01,JJ,SHCW,2018-11-02,600,manha
SLUS01,JJ,SHCM,2018-11-07,660,manha
KOOM01,JJ,SHCW,2018-11-23,660,manha
SLUS01,JJ,SHCM,2018-12-05,670,manha
CHEW01,JJ,SHCW,2018-12-21,600,manha
KOOM01,JJ,SHCW,2019-01-04,660,manha
KOOM01,JJ,SHCW,2019-02-15,660,manha
