Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,mes_nome,mes_n,dia_nome,dia_n
1221,2018-06-26,Men's hair cut,NIES02,JJ,1,60.0,3.0,4.8,June,6,Tuesday,1
1222,2018-06-26,Women's hair cut,BRES01,JJ,1,102.0,5.1,8.16,June,6,Tuesday,1
1223,2018-06-26,Men's hair cut,PARJ02,KELLY,1,35.0,1.75,2.8,June,6,Tuesday,1
1224,2018-06-26,Women's hair cut,STEK01,BECKY,1,80.0,4.0,6.4,June,6,Tuesday,1
1225,2018-06-26,Blowdry,NELT01,JJ,1,52.0,2.6,4.16,June,6,Tuesday,1
1226,2018-06-26,Women's hair cut,LEHF01,BECKY,1,60.0,3.0,4.8,June,6,Tuesday,1
1227,2018-06-26,Men's hair cut,ZUKS01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
1228,2018-06-26,Blowdry,RICP01,KELLY,1,55.0,2.75,4.4,June,6,Tuesday,1
123,2018-04-06,Accent lights and color,NGUS01,KELLY,1,90.0,4.5,7.2,April,4,Friday,4
1230,2018-06-26,Women's hair cut,MARD01,BECKY,1,80.0,4.0,6.4,June,6,Tuesday,1
1231,2018-06-26,Men's hair cut,VERD01,KELLY,1,55.0,2.75,4.4,June,6,Tuesday,1
1232,2018-06-26,Blowdry,FIND01,KELLY,1,45.0,2.25,3.6,June,6,Tuesday,1
1232,2018-06-26,Highlights partial,FIND01,JOANNE,1,150.0,7.5,12.0,June,6,Tuesday,1
1234,2018-06-26,Men's hair cut,TRAJ01,JJ,1,60.0,3.0,4.8,June,6,Tuesday,1
1236,2018-06-26,Blowdry,PENM01,BECKY,1,50.0,2.5,4.0,June,6,Tuesday,1
1236,2018-06-26,Color mini touch up,PENM01,JOANNE,1,50.0,2.5,4.0,June,6,Tuesday,1
1237,2018-06-26,Women's hair cut,FRAM01,KELLY,1,45.0,2.25,3.6,June,6,Tuesday,1
1238,2018-06-26,Women's hair cut,FER*01,BECKY,1,60.0,3.0,4.8,June,6,Tuesday,1
1239,2018-06-26,Women's hair cut,FANM01,JJ,1,82.0,4.1,6.56,June,6,Tuesday,1
1241,2018-06-26,Consultation,LEM01,KELLY,1,0.0,0.0,0.0,June,6,Tuesday,1
1243,2018-06-26,Color full color,ZHAV01,JOANNE,1,65.0,3.25,5.2,June,6,Tuesday,1
1244,2018-06-27,Men's hair cut,BERI01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
1245,2018-06-27,Men's hair cut,STEH01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
1246,2018-06-27,Men's hair cut,LYNG01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
1247,2018-06-27,Blowdry,LEWH02,KELLY,1,35.0,1.75,2.8,June,6,Wednesday,2
1248,2018-06-27,Men's hair cut,GREB01,JJ,1,40.0,2.0,3.2,June,6,Wednesday,2
1250,2018-06-27,Women's hair cut,WOOD01,JJ,1,102.0,5.1,8.16,June,6,Wednesday,2
1250,2018-06-27,Color touch up,WOOD01,JOANNE,1,70.0,3.5,5.6,June,6,Wednesday,2
1251,2018-06-27,Blowdry,MESN01,BECKY,1,50.0,2.5,4.0,June,6,Wednesday,2
1252,2018-06-27,Blowdry,HOLL01,BECKY,1,50.0,2.5,4.0,June,6,Wednesday,2
1252,2018-06-27,Color touch up,HOLL01,JOANNE,1,70.0,3.5,5.6,June,6,Wednesday,2
1253,2018-06-27,Men's hair cut,HOWC01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
1253,2018-06-27,Shu cotton uzu 75m,HOWC01,JJ,1,37.8,1.89,3.024,June,6,Wednesday,2
1254,2018-06-27,Women's hair cut,PARS01,BECKY,1,80.0,4.0,6.4,June,6,Wednesday,2
1255,2018-06-27,Women's hair cut,COXH01,KELLY,1,75.0,3.75,6.0,June,6,Wednesday,2
1256,2018-06-27,Men's hair cut,MCCB01,BECKY,1,50.0,2.5,4.0,June,6,Wednesday,2
1257,2018-06-27,Color full color,BELK01,KELLY,1,65.0,3.25,5.2,June,6,Wednesday,2
1258,2018-06-27,Women's hair cut,YANM01,KELLY,1,55.0,2.75,4.4,June,6,Wednesday,2
1259,2018-06-27,Men's hair cut,SHAS01,JJ,1,60.0,3.0,4.8,June,6,Wednesday,2
126,2018-04-06,Men's hair cut,WAX*01,JJ,1,40.0,2.0,3.2,April,4,Friday,4
1260,2018-06-27,Color touch up,CARK01,KELLY,1,40.0,2.0,3.2,June,6,Wednesday,2
1260,2018-06-27,Men's hair cut,CARK01,KELLY,1,55.0,2.75,4.4,June,6,Wednesday,2
1261,2018-06-28,Blow dry bundle 5+1,KUKK01,HOUSE,1,250.0,12.5,20.0,June,6,Thursday,3
1262,2018-06-28,Men's hair cut,DUFD01,JJ,1,60.0,3.0,4.8,June,6,Thursday,3
1265,2018-06-28,Women's hair cut,BOTS01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
1265,2018-06-28,Women's hair cut,BOTC01,BECKY,1,60.0,3.0,4.8,June,6,Thursday,3
1265,2018-06-28,Women's hair cut,BOTK01,JJ,1,82.0,4.1,6.56,June,6,Thursday,3
1267,2018-06-28,Color touch up,BENC01,JOANNE,1,70.0,3.5,5.6,June,6,Thursday,3
1268,2018-06-28,Women's hair cut,SIDA01,BECKY,1,60.0,3.0,4.8,June,6,Thursday,3
1269,2018-06-28,Women's hair cut,YEHC01,JJ,1,82.0,4.1,6.56,June,6,Thursday,3
127,2018-04-06,Blowdry,NORE01,BECKY,1,30.0,1.5,2.4,April,4,Friday,4
1270,2018-06-28,Men's hair cut,HOG*01,BECKY,1,50.0,2.5,4.0,June,6,Thursday,3
1271,2018-06-28,Women's hair cut,SILG01,JJ,1,82.0,4.1,6.56,June,6,Thursday,3
1272,2018-06-28,Blowdry,ELSM01,BECKY,1,50.0,2.5,4.0,June,6,Thursday,3
1274,2018-06-28,Men's hair cut,BATP01,JJ,1,50.0,2.5,4.0,June,6,Thursday,3
1276,2018-06-28,Consultation,RUBA01,JJ,1,0.0,0.0,0.0,June,6,Thursday,3
1276,2018-06-28,Shu essence absolue oil 150m,RUBA01,JJ,1,62.1,3.105,4.968,June,6,Thursday,3
1278,2018-06-28,Men's hair cut,WASS01,KELLY,1,35.0,1.75,2.8,June,6,Thursday,3
1279,2018-06-28,Men's hair cut,MAKM01,BECKY,1,50.0,2.5,4.0,June,6,Thursday,3
128,2018-04-06,Women's hair cut,KULR01,BECKY,1,60.0,3.0,4.8,April,4,Friday,4
1281,2018-06-28,Men's hair cut,BURD01,BECKY,1,5.0,0.25,0.4,June,6,Thursday,3
1282,2018-06-28,Women's hair cut,ADAP01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
1282,2018-06-28,Color full color,ADAP01,KELLY,1,65.0,3.25,5.2,June,6,Thursday,3
1283,2018-06-28,Blowdry,DOWR01,JJ,1,52.0,2.6,4.16,June,6,Thursday,3
1284,2018-06-28,Women's hair cut,WALT01,KELLY,1,55.0,2.75,4.4,June,6,Thursday,3
1285,2018-06-29,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
1287,2018-06-29,Men's hair cut,COLR02,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
1287,2018-06-29,Men's hair cut,COLR01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
1287,2018-06-29,Women's hair cut,COLG01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
1288,2018-06-29,Men's hair cut,KLEA01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
1289,2018-06-29,Women's hair cut,LEVL01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
129,2018-04-06,Men's hair cut,HELJ01,BECKY,1,30.0,1.5,2.4,April,4,Friday,4
1291,2018-06-29,Women's hair cut,MCMC01,JJ,1,82.0,4.1,6.56,June,6,Friday,4
1292,2018-06-29,Accent lights and color,NGUS01,JOANNE,1,140.0,7.0,11.2,June,6,Friday,4
1294,2018-06-29,Women's hair cut,GREL01,BECKY,1,60.0,3.0,4.8,June,6,Friday,4
1295,2018-06-29,Women's hair cut,SAVP01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
1296,2018-06-29,Men's hair cut,FLEL01,BECKY,1,50.0,2.5,4.0,June,6,Friday,4
1297,2018-06-29,Men's hair cut,OHAG01,JJ,1,60.0,3.0,4.8,June,6,Friday,4
1297,2018-06-29,AG Dry Lift 44ml,OHAG01,JJ,1,21.6,1.08,1.728,June,6,Friday,4
1297,2018-06-29,Children (under 12),OHA*01,BECKY,1,30.0,1.5,2.4,June,6,Friday,4
1298,2018-06-29,Women's hair cut,HAMN01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
1298,2018-06-29,Color touch up,HAMN01,JOANNE,1,70.0,3.5,5.6,June,6,Friday,4
13,2018-03-15,Men's hair cut,LEHJ01,JJ,1,40.0,2.0,3.2,March,3,Thursday,3
130,2018-04-06,Men's hair cut,MCLI01,JJ,1,40.0,2.0,3.2,April,4,Friday,4
1300,2018-06-29,Partial highlights and color,KALA01,JOANNE,1,160.0,8.0,12.8,June,6,Friday,4
1300,2018-06-29,Women's hair cut,KALA01,JJ,1,102.0,5.1,8.16,June,6,Friday,4
1301,2018-06-29,Women's hair cut,OGDJ01,BECKY,1,60.0,3.0,4.8,June,6,Friday,4
1302,2018-06-29,Men's hair cut,APTM01,JJ,1,30.0,1.5,2.4,June,6,Friday,4
1302,2018-06-29,Shu wonder worker 150ml,APTM01,JJ,1,37.8,1.89,3.024,June,6,Friday,4
1302,2018-06-29,KM Motion lotion 150ml,APTM01,JJ,1,28.8,1.44,2.304,June,6,Friday,4
1303,2018-06-29,Women's hair cut,WANM01,BECKY,1,80.0,4.0,6.4,June,6,Friday,4
1303,2018-06-29,Shu cleansing oil sh400ml,WANM01,BECKY,1,50.4,2.52,4.032,June,6,Friday,4
1304,2018-06-29,Balayage,MCWC01,KELLY,1,150.0,7.5,12.0,June,6,Friday,4
1304,2018-06-29,Women's hair cut,MCWC01,KELLY,1,65.0,3.25,5.2,June,6,Friday,4
1304,2018-06-29,Color toner,MCWC01,KELLY,1,45.0,2.25,3.6,June,6,Friday,4
1304,2018-06-29,Smart Bond,MCWC01,KELLY,2,50.0,2.5,4.0,June,6,Friday,4
1304,2018-06-29,Color additional service,MCWC01,KELLY,1,5.0,0.25,0.4,June,6,Friday,4
1305,2018-06-30,Blowdry,CASN01,BECKY,1,30.0,1.5,2.4,June,6,Saturday,5
1306,2018-06-30,Men's hair cut,DELC01,BECKY,1,50.0,2.5,4.0,June,6,Saturday,5
1307,2018-06-30,,WALK_IN,BECKY,1,31.23,1.5615,2.4984,June,6,Saturday,5
1307,2018-06-30,,WALK_IN,BECKY,1,23.94,1.197,1.9152,June,6,Saturday,5
1308,2018-06-30,Women's hair cut,HAMA01,KELLY,1,45.0,2.25,3.6,June,6,Saturday,5
1308,2018-06-30,PO color fanatic 200ml,HAMA01,KELLY,1,27.45,1.3725,2.196,June,6,Saturday,5
1309,2018-06-30,Men's hair cut,IRWE01,BECKY,1,50.0,2.5,4.0,June,6,Saturday,5
1309,2018-06-30,Color touch up,IRWE01,JOANNE,1,70.0,3.5,5.6,June,6,Saturday,5
131,2018-04-07,Women's hair cut,GALG01,JJ,1,82.0,4.1,6.56,April,4,Saturday,5
1310,2018-06-30,Women's hair cut,LEHN01,JJ,1,82.0,4.1,6.56,June,6,Saturday,5
1310,2018-06-30,KM Motion lotion 150ml,LEHN01,JJ,1,28.8,1.44,2.304,June,6,Saturday,5
1311,2018-06-30,Women's hair cut,EZIR01,JJ,1,102.0,5.1,8.16,June,6,Saturday,5
1313,2018-06-30,Highlights partial,GOSD01,JOANNE,1,130.0,6.5,10.4,June,6,Saturday,5
1314,2018-06-30,Blow dry bundle 5+1,SKUD01,HOUSE,1,230.0,11.5,18.4,June,6,Saturday,5
1316,2018-06-30,Color full color,TRAS02,JOANNE,1,65.0,3.25,5.2,June,6,Saturday,5
1317,2018-06-30,Shu essence absolue C.milk 250,WALK_IN,JJ,1,50.4,2.52,4.032,June,6,Saturday,5
1318,2018-06-30,Blowdry,WOOJ01,BECKY,1,50.0,2.5,4.0,June,6,Saturday,5
1319,2018-06-30,Color full color,FISV01,JOANNE,1,85.0,4.25,6.8,June,6,Saturday,5
1319,2018-06-30,Women's hair cut,FISV01,BECKY,1,80.0,4.0,6.4,June,6,Saturday,5
1319,2018-06-30,PO Hydrate superfood masque150,FISV01,BECKY,1,36.3,1.815,2.904,June,6,Saturday,5
132,2018-04-07,Women's hair cut,SENM01,BECKY,1,60.0,3.0,4.8,April,4,Saturday,5
1320,2018-06-30,Women's hair cut,LAS01,JJ,1,82.0,4.1,6.56,June,6,Saturday,5
1321,2018-06-30,Women's hair cut,DEYS01,BECKY,1,60.0,3.0,4.8,June,6,Saturday,5
1322,2018-06-30,Blowdry,WELN01,JJ,1,30.0,1.5,2.4,June,6,Saturday,5
1324,2018-06-30,Smart Bond,TAMA01,KELLY,1,25.0,1.25,2.0,June,6,Saturday,5
1324,2018-06-30,Women's hair cut,TAMA01,KELLY,1,75.0,3.75,6.0,June,6,Saturday,5
1324,2018-06-30,Color toner,TAMA01,KELLY,2,90.0,4.5,7.2,June,6,Saturday,5
1324,2018-06-30,Balayage,TAMA01,KELLY,1,150.0,7.5,12.0,June,6,Saturday,5
1324,2018-06-30,PO color fanatic 200ml,TAMA01,KELLY,1,27.45,1.3725,2.196,June,6,Saturday,5
1326,2018-06-30,Women's hair cut,KRAV01,KELLY,1,65.0,3.25,5.2,June,6,Saturday,5
1326,2018-06-30,double process blonde,KRAV01,KELLY,1,100.0,5.0,8.0,June,6,Saturday,5
1326,2018-06-30,Smart Bond,KRAV01,KELLY,1,25.0,1.25,2.0,June,6,Saturday,5
1327,2018-07-03,Blowdry,WONM02,JJ,1,52.0,2.6,4.16,July,7,Tuesday,1
1328,2018-07-03,Color touch up,SUNS01,KELLY,1,65.0,3.25,5.2,July,7,Tuesday,1
133,2018-04-07,Men's hair cut,STOD01,BECKY,1,30.0,1.5,2.4,April,4,Saturday,5
1330,2018-07-03,Women's hair cut,KIMH01,JJ,1,82.0,4.1,6.56,July,7,Tuesday,1
1330,2018-07-03,elchim dryer,KIMH01,JJ,1,224.1,11.205,17.928,July,7,Tuesday,1
1331,2018-07-03,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1332,2018-07-03,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1336,2018-07-03,Men's hair cut,NORJ01,JJ,1,40.0,2.0,3.2,July,7,Tuesday,1
1337,2018-07-03,Highlights partial,TINA02,JOANNE,1,160.0,8.0,12.8,July,7,Tuesday,1
1338,2018-07-03,Men's hair cut,OWED01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1339,2018-07-03,Men's hair cut,TASJ01,JJ,1,40.0,2.0,3.2,July,7,Tuesday,1
134,2018-04-07,Women's hair cut,DOLD01,JJ,1,82.0,4.1,6.56,April,4,Saturday,5
1340,2018-07-03,Women's hair cut,KREJ01,BECKY,1,60.0,3.0,4.8,July,7,Tuesday,1
1341,2018-07-03,Women's hair cut,DHAS02,KELLY,1,45.0,2.25,3.6,July,7,Tuesday,1
1341,2018-07-03,Highlights half head,DHAS02,KELLY,1,130.0,6.5,10.4,July,7,Tuesday,1
1341,2018-07-03,Smart Bond,DHAS02,KELLY,2,50.0,2.5,4.0,July,7,Tuesday,1
1341,2018-07-03,Color toner,DHAS02,KELLY,1,45.0,2.25,3.6,July,7,Tuesday,1
1342,2018-07-03,Men's hair cut,NICP01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1343,2018-07-03,Men's hair cut,LAWJ01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1345,2018-07-03,Women's hair cut,ROWD01,BECKY,1,80.0,4.0,6.4,July,7,Tuesday,1
1346,2018-07-03,Men's hair cut,LEHJ01,JJ,1,50.0,2.5,4.0,July,7,Tuesday,1
1346,2018-07-03,NeuMa Clay 50g,LEHJ01,JJ,1,28.8,1.44,2.304,July,7,Tuesday,1
1347,2018-07-03,Men's hair cut,JOHD01,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1348,2018-07-04,Men's hair cut,PANB01,KELLY,1,35.0,1.75,2.8,July,7,Wednesday,2
1349,2018-07-04,Women's hair cut,ALVJ01,JJ,1,102.0,5.1,8.16,July,7,Wednesday,2
1350,2018-07-04,Men's hair cut,PARD01,KELLY,1,35.0,1.75,2.8,July,7,Wednesday,2
1351,2018-07-04,Highlights partial,RIDY01,JOANNE,1,140.0,7.0,11.2,July,7,Wednesday,2
1352,2018-07-04,Women's hair cut,TAYN01,JJ,1,82.0,4.1,6.56,July,7,Wednesday,2
1353,2018-07-04,Women's hair cut,GELK01,JJ,1,102.0,5.1,8.16,July,7,Wednesday,2
1356,2018-07-04,Men's hair cut,GRET01,JJ,1,60.0,3.0,4.8,July,7,Wednesday,2
1357,2018-07-04,Men's hair cut,TANJ01,KELLY,1,35.0,1.75,2.8,July,7,Wednesday,2
1358,2018-07-04,Blowdry,COLG01,KELLY,1,55.0,2.75,4.4,July,7,Wednesday,2
1359,2018-07-04,Blowdry,ARRM01,JJ,1,52.0,2.6,4.16,July,7,Wednesday,2
1359,2018-07-04,Color full color,ARRM01,JOANNE,1,85.0,4.25,6.8,July,7,Wednesday,2
136,2018-04-07,Children (under 12),SINT01,BECKY,1,30.0,1.5,2.4,April,4,Saturday,5
136,2018-04-07,Children (under 12),SINW01,JJ,1,32.0,1.6,2.56,April,4,Saturday,5
1360,2018-07-04,Color touch up,DAMK01,JOANNE,1,60.0,3.0,4.8,July,7,Wednesday,2
1360,2018-07-04,Women's hair cut,DAMK01,KELLY,1,65.0,3.25,5.2,July,7,Wednesday,2
1360,2018-07-04,Treatments 1,DAMK01,JOANNE,1,20.0,1.0,1.6,July,7,Wednesday,2
1360,2018-07-04,PO color fanatic 30ml,DAMK01,JOANNE,1,8.32,0.416,0.6656,July,7,Wednesday,2
1361,2018-07-04,LP Smart Bond con 250ml,WALK_IN,JJ,1,27.9,1.395,2.232,July,7,Wednesday,2
1363,2018-07-04,Men's hair cut,GROJ01,JJ,1,0.0,0.0,0.0,July,7,Wednesday,2
1368,2018-07-05,Men's hair cut,STOV01,JJ,1,60.0,3.0,4.8,July,7,Thursday,3
1369,2018-07-05,Blowdry,DEH01,JJ,1,32.0,1.6,2.56,July,7,Thursday,3
137,2018-04-07,Women's hair cut,JOHJ01,SINEAD,1,70.0,3.5,5.6,April,4,Saturday,5
1370,2018-07-05,Women's hair cut,GRIA01,BECKY,1,80.0,4.0,6.4,July,7,Thursday,3
1372,2018-07-05,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6,July,7,Thursday,3
1373,2018-07-05,Women's hair cut,CYRA01,BECKY,1,80.0,4.0,6.4,July,7,Thursday,3
1374,2018-07-05,Men's hair cut,KIRJ01,KELLY,1,35.0,1.75,2.8,July,7,Thursday,3
1375,2018-07-05,Men's hair cut,POUG01,KELLY,1,35.0,1.75,2.8,July,7,Thursday,3
1376,2018-07-05,Blowdry,BANR01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1376,2018-07-05,Color touch up,BANR01,JOANNE,1,70.0,3.5,5.6,July,7,Thursday,3
1378,2018-07-05,Men's hair cut,GUBD01,JJ,1,60.0,3.0,4.8,July,7,Thursday,3
1379,2018-07-05,Women's hair cut,BRIK01,JJ,1,102.0,5.1,8.16,July,7,Thursday,3
138,2018-04-07,Women's hair cut,KURG01,JJ,1,82.0,4.1,6.56,April,4,Saturday,5
1380,2018-07-05,Men's hair cut,BRAN01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1381,2018-07-05,Men's hair cut,GALB01,JJ,1,60.0,3.0,4.8,July,7,Thursday,3
1382,2018-07-05,Women's hair cut,KOLK01,KELLY,1,45.0,2.25,3.6,July,7,Thursday,3
1383,2018-07-05,Men's hair cut,VALT01,KELLY,1,35.0,1.75,2.8,July,7,Thursday,3
1384,2018-07-06,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0,July,7,Friday,4
1385,2018-07-06,Men's hair cut,THOD01,JJ,1,60.0,3.0,4.8,July,7,Friday,4
1388,2018-07-06,Women's hair cut,CHMY01,BECKY,1,80.0,4.0,6.4,July,7,Friday,4
1389,2018-07-06,Dry updo,MARO01,KELLY,1,80.0,4.0,6.4,July,7,Friday,4
139,2018-04-07,Women's hair cut,WANM01,BECKY,1,60.0,3.0,4.8,April,4,Saturday,5
139,2018-04-07,PO Clean Volume sh 250ml,WANM01,BECKY,1,34.15,1.7075,2.732,April,4,Saturday,5
1390,2018-07-06,Balayage,LEM01,KELLY,1,160.0,8.0,12.8,July,7,Friday,4
1390,2018-07-06,Women's hair cut,LEM01,KELLY,1,65.0,3.25,5.2,July,7,Friday,4
1390,2018-07-06,LP Silver Shampoo 300ml,LEM01,KELLY,1,22.95,1.1475,1.836,July,7,Friday,4
1390,2018-07-06,Smart Bond,LEM01,KELLY,2,50.0,2.5,4.0,July,7,Friday,4
1390,2018-07-06,Color toner,LEM01,KELLY,1,40.0,2.0,3.2,July,7,Friday,4
1391,2018-07-06,Men's hair cut,SHAM01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1392,2018-07-06,Women's hair cut,MINA02,BECKY,1,70.0,3.5,5.6,July,7,Friday,4
1392,2018-07-06,Color toner,MINA02,JOANNE,1,35.0,1.75,2.8,July,7,Friday,4
1394,2018-07-06,Women's hair cut,HIMB01,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1395,2018-07-06,Color touch up,MUMK01,JOANNE,1,70.0,3.5,5.6,July,7,Friday,4
1395,2018-07-06,Women's hair cut,MUMK01,JJ,1,75.0,3.75,6.0,July,7,Friday,4
1396,2018-07-06,Color mini touch up,LIND01,JOANNE,1,50.0,2.5,4.0,July,7,Friday,4
1396,2018-07-06,Blow dry bundle 5+1,LIND01,HOUSE,1,250.0,12.5,20.0,July,7,Friday,4
1397,2018-07-06,Women's hair cut,BOYL01,BECKY,1,80.0,4.0,6.4,July,7,Friday,4
1398,2018-07-06,Women's hair cut,MCAJ01,JJ,1,82.0,4.1,6.56,July,7,Friday,4
1398,2018-07-06,Men's hair cut,CALD01,JJ,1,40.0,2.0,3.2,July,7,Friday,4
1399,2018-07-06,miscellaneous,ROBM01,JJ,1,0.0,0.0,0.0,July,7,Friday,4
14,2018-03-16,Women's hair cut,CHEW01,JJ,1,82.0,4.1,6.56,March,3,Friday,4
140,2018-04-07,Women's hair cut,KENH01,SINEAD,1,70.0,3.5,5.6,April,4,Saturday,5
1400,2018-07-06,Women's hair cut,GOSD01,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1401,2018-07-06,Women's hair cut,BEBY01,BECKY,1,60.0,3.0,4.8,July,7,Friday,4
1402,2018-07-06,Blowdry,HADD01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1404,2018-07-06,Color touch up,MOIB01,JOANNE,1,70.0,3.5,5.6,July,7,Friday,4
1404,2018-07-06,Women's hair cut,MOIB01,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1404,2018-07-06,Shu essence absolue oil 150m,MOIB01,JJ,1,62.1,3.105,4.968,July,7,Friday,4
1405,2018-07-06,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1406,2018-07-06,Women's hair cut,SINM01,JJ,1,82.0,4.1,6.56,July,7,Friday,4
1407,2018-07-06,Men's hair cut,TERJ01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1408,2018-07-07,Women's hair cut,KINN01,JJ,1,102.0,5.1,8.16,July,7,Saturday,5
1409,2018-07-07,Consultation,STOD01,JJ,1,0.0,0.0,0.0,July,7,Saturday,5
141,2018-04-07,Partial highlights and color,WILK01,KELLY,1,120.0,6.0,9.6,April,4,Saturday,5
141,2018-04-07,Blowdry,WILK01,JJ,1,42.0,2.1,3.36,April,4,Saturday,5
1410,2018-07-07,Consultation,CASH01,JJ,1,0.0,0.0,0.0,July,7,Saturday,5
1412,2018-07-07,Women's hair cut,SPEK01,JJ,1,102.0,5.1,8.16,July,7,Saturday,5
1412,2018-07-07,Color touch up,SPEK01,JOANNE,1,70.0,3.5,5.6,July,7,Saturday,5
1413,2018-07-07,Women's hair cut,CHOK01,KELLY,1,45.0,2.25,3.6,July,7,Saturday,5
1413,2018-07-07,PO clean volume con 250ml,CHOK01,KELLY,1,33.52,1.676,2.6816,July,7,Saturday,5
1413,2018-07-07,PO Clean Volume sh 250ml,CHOK01,KELLY,1,30.73,1.5365,2.4584,July,7,Saturday,5
1414,2018-07-07,Blowdry,ARRM01,JJ,1,52.0,2.6,4.16,July,7,Saturday,5
1415,2018-07-07,Color full color,POIJ01,JOANNE,1,65.0,3.25,5.2,July,7,Saturday,5
1416,2018-07-07,Balayage,PIJM01,KELLY,1,150.0,7.5,12.0,July,7,Saturday,5
1416,2018-07-07,Women's hair cut,PIJM01,KELLY,1,65.0,3.25,5.2,July,7,Saturday,5
1416,2018-07-07,Smart Bond,PIJM01,KELLY,2,50.0,2.5,4.0,July,7,Saturday,5
1416,2018-07-07,Color toner,PIJM01,KELLY,1,25.0,1.25,2.0,July,7,Saturday,5
1419,2018-07-07,Highlights partial,SMIS01,JOANNE,1,160.0,8.0,12.8,July,7,Saturday,5
1419,2018-07-07,Women's hair cut,SMIS01,JJ,1,102.0,5.1,8.16,July,7,Saturday,5
142,2018-04-07,Color full color,CAYK01,KELLY,1,70.0,3.5,5.6,April,4,Saturday,5
142,2018-04-07,Women's hair cut,CAYK01,BECKY,1,70.0,3.5,5.6,April,4,Saturday,5
142,2018-04-07,PO strength cure sh 250ml,CAYK01,BECKY,1,32.44,1.622,2.5952,April,4,Saturday,5
142,2018-04-07,PO Hydrate superfood masque150,CAYK01,BECKY,1,38.31,1.9155,3.0648,April,4,Saturday,5
1420,2018-07-07,Blowdry,?A01,KELLY,1,55.0,2.75,4.4,July,7,Saturday,5
1421,2018-07-07,Men's hair cut,MORD01,KELLY,1,55.0,2.75,4.4,July,7,Saturday,5
1422,2018-07-07,Blowdry,BREH01,JJ,1,52.0,2.6,4.16,July,7,Saturday,5
1423,2018-07-07,PO Hydrate sheer sh 250ml,WALK_IN,JJ,1,30.73,1.5365,2.4584,July,7,Saturday,5
1424,2018-07-07,Color touch up,NADS01,JOANNE,1,70.0,3.5,5.6,July,7,Saturday,5
1424,2018-07-07,Shu essence absolue C.milk 250,NADS01,JOANNE,1,50.4,2.52,4.032,July,7,Saturday,5
1424,2018-07-07,Shu wonder worker 150ml,NADS01,JOANNE,1,37.8,1.89,3.024,July,7,Saturday,5
1425,2018-07-07,Blowdry,HUDM01,KELLY,1,55.0,2.75,4.4,July,7,Saturday,5
1425,2018-07-07,Shu essence absolue oil 150m,HUDM01,KELLY,1,62.1,3.105,4.968,July,7,Saturday,5
1425,2018-07-07,PO hydrate sh  250ml,HUDM01,KELLY,1,30.73,1.5365,2.4584,July,7,Saturday,5
1425,2018-07-07,PO hydrate con 250ml,HUDM01,KELLY,1,33.52,1.676,2.6816,July,7,Saturday,5
1425,2018-07-07,LP hair touch up dark blond 59,HUDM01,KELLY,1,18.45,0.9225,1.476,July,7,Saturday,5
1426,2018-07-07,Women's hair cut,BERH01,JJ,1,102.0,5.1,8.16,July,7,Saturday,5
1426,2018-07-07,KM Motion lotion 150ml,BERH01,JJ,1,28.8,1.44,2.304,July,7,Saturday,5
1427,2018-07-07,Consultation,MACB01,JJ,1,0.0,0.0,0.0,July,7,Saturday,5
1428,2018-07-07,Blowdry,WONM02,JJ,1,52.0,2.6,4.16,July,7,Saturday,5
1428,2018-07-07,Color mini touch up,WONM02,JOANNE,1,50.0,2.5,4.0,July,7,Saturday,5
