cliente,qte_faltas,moda_servico_faltante,moda_staff_faltante,moda_servico_cancelado,moda_staff_cancelado,moda_staff_cancelador_cancelado,antecedencia,qte_cancelamento,qte_servicos_por_dia,moda_staff_prestou_servico,moda_dia,mean,median,std,max,min,frequencia
BURD01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,5.0,5.0,,5.0,5.0,1
ADAP01,0.0,,,,,,,0.0,2.0,KELLY,Thursday,60.0,60.0,7.0710678118654755,65.0,55.0,2
DOWR01,0.0,,,SBD,SINEAD,SBD,1.0,1.0,1.0,BECKY,Thursday,53.5,52.0,4.43471156521669,60.0,50.0,4
WALT01,0.0,,,,,,,0.0,1.0,KELLY,Thursday,55.0,55.0,,55.0,55.0,1
COLR02,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
COLR01,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
HELJ01,0.0,,,SHCM,BECKY,SHCM,2.0,1.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
MCMC01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
GREL01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
SAVP01,0.0,,,,,,,0.0,1.5,JJ,Saturday,102.83333333333333,102.0,21.262251370288457,124.5,82.0,3
FLEL01,0.0,,,,,,,0.0,1.0,BECKY,Friday,42.5,42.5,10.606601717798213,50.0,35.0,2
OHAG01,0.0,,,,,,,0.0,2.0,JJ,Friday,42.35,41.0,15.489835376788225,60.0,21.6,6
OHA*01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
HAMN01,0.0,,,,,,,0.0,2.0,JOANNE,Friday,71.75,72.5,25.408331966765022,102.0,40.0,4
LEHJ01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,46.666666666666664,50.0,5.773502691896258,50.0,40.0,3
MCLI01,0.0,,,,,,,0.0,1.0,JJ,Friday,50.0,50.0,14.142135623730951,60.0,40.0,2
KALA01,0.0,,,,,,,0.0,2.0,JJ,Friday,126.0,126.0,33.980386499665755,160.0,92.0,4
OGDJ01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
APTM01,0.0,,,,,,,0.0,2.0,JJ,Friday,35.775,33.9,6.902949680079833,44.8,28.8,8
WANM01,0.0,,,,,,,0.0,2.0,BECKY,Friday,56.1375,55.2,19.15469372416763,80.0,34.15,4
MCWC01,0.0,,,,,,,0.0,5.0,KELLY,Friday,63.0,50.0,53.455589043616385,150.0,5.0,5
CASN01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
DELC01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,43.333333333333336,50.0,11.547005383792515,50.0,30.0,3
HAMA01,0.0,,,,,,,0.0,2.0,KELLY,Saturday,36.225,36.225,12.409724009823911,45.0,27.45,2
IRWE01,0.0,,,CON,JOANNE,CON,28.0,1.0,2.25,SINEAD,Saturday,52.22222222222222,55.0,21.666666666666668,70.0,0.0,9
GALG01,0.0,,,,,,,0.0,1.0,JJ,Saturday,92.0,92.0,14.142135623730951,102.0,82.0,2
LEHN01,0.0,,,,,,,0.0,2.0,JJ,Saturday,55.4,55.4,37.618080759124325,82.0,28.8,2
EZIR01,0.0,,,,,,,0.0,1.5,JJ,Saturday,78.13333333333334,82.0,26.016405080897194,102.0,50.4,3
GOSD01,0.0,,,SHCW,JJ,SHCW,20.0,1.0,1.0,JJ,Friday,105.2,102.0,24.066574330386118,130.0,82.0,5
SKUD01,0.0,,,SBD,BECKY,SBD,6.0,2.0,1.0,BECKY,Saturday,101.42857142857143,50.0,87.83100656536799,230.0,50.0,7
TRAS02,0.0,,,,,,,0.0,1.0,JOANNE,Saturday,65.0,65.0,,65.0,65.0,1
FISV01,0.0,,,,,,,0.0,2.0,BECKY,Saturday,65.325,70.0,22.160531732489332,85.0,36.3,4
SENM01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,70.0,70.0,14.142135623730951,80.0,60.0,2
LAS01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
DEYS01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
WELN01,0.0,,,,,,,0.0,1.0,JJ,Saturday,30.0,30.0,,30.0,30.0,1
TAMA01,1.0,CON,KELLY,,,,,0.0,5.0,KELLY,Saturday,73.49,75.0,51.47718426643011,150.0,25.0,5
KRAV01,0.0,,,,,,,0.0,3.0,KELLY,Saturday,61.666666666666664,70.0,30.605010483034746,100.0,25.0,6
DOLD01,0.0,,,,,,,0.0,1.0,JJ,Saturday,92.0,92.0,14.142135623730951,102.0,82.0,2
SINT01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
SINW01,0.0,,,,,,,0.0,1.0,JJ,Saturday,32.0,32.0,,32.0,32.0,1
JOHJ01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,106.66666666666667,90.0,47.258156262526086,160.0,70.0,3
KURG01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
KENH01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
WILK01,0.0,,,,,,,0.0,2.0,JJ,Saturday,81.0,81.0,55.154328932550705,120.0,42.0,2
BLAJ01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,65.0,65.0,,65.0,65.0,1
TOPS01,0.0,,,SHCW,BECKY,SHCW,1.0,1.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
SCHJ03,0.0,,,,,,,0.0,1.0,BECKY,Sunday,30.0,30.0,,30.0,30.0,1
CHAG01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,30.0,30.0,,30.0,30.0,1
PARC01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
KOOM01,0.0,,,,,,,0.0,1.0,JJ,Friday,78.66666666666667,82.0,25.16611478423583,102.0,52.0,3
LANS01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
BOWM01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
SAMB01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
KRIA01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
CARB01,0.0,,,CON,BECKY,CON,0.0,1.0,2.0,BECKY,Tuesday,29.85,29.7,24.49550979261301,60.0,0.0,4
SLEA01,0.0,,,,,,,0.0,1.3333333333333333,HOUSE,Sunday,25.0,20.0,30.0,60.0,0.0,4
VAUD01,0.0,,,,,,,0.0,1.0,JJ,Thursday,67.0,67.0,49.49747468305833,102.0,32.0,2
RUTA01,0.0,,,,,,,0.0,2.0,JJ,Thursday,103.5,97.0,25.942243542145697,140.0,80.0,4
BROA01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,73.33333333333333,70.0,5.773502691896256,80.0,70.0,3
KIMF01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
GREN01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
ARRM01,0.0,,,,,,,0.0,1.25,JJ,Friday,61.8,55.0,15.865055940651455,82.0,45.0,5
DACJ01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,60.0,60.0,14.142135623730951,70.0,50.0,2
HENI01,2.0,CON,JJ,SHCW,JJ,SHCW,22.0,1.0,2.5,JJ,Saturday,92.96000000000001,82.0,53.386590076535136,180.0,50.4,5
POOD01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,45.0,45.0,14.142135623730951,55.0,35.0,2
ESKR01,0.0,,,,,,,0.0,1.0,JJ,Thursday,92.0,92.0,14.142135623730951,102.0,82.0,2
BOWV01,0.0,,,,,,,0.0,1.0,JJ,Thursday,92.0,92.0,14.142135623730951,102.0,82.0,2
JIAL01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
PIVS01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
GUBD01,0.0,,,,,,,0.0,1.0,JJ,Friday,50.0,50.0,14.142135623730951,60.0,40.0,2
STEB01,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
TSUL01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
ALLM01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
BYRP01,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
ROSL01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MERM01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
STRH01,0.0,,,CHLFH,KELLY,CHLFH,1.0,1.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
LEEN01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,50.0,50.0,,50.0,50.0,1
STOK01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
SHAG01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
BONT01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
BLAR01,0.0,,,,,,,0.0,1.0,BECKY,Monday,60.0,60.0,,60.0,60.0,1
STEA01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
GOUE01,0.0,,,,,,,0.0,1.0,BECKY,Friday,70.0,70.0,14.142135623730951,80.0,60.0,2
WEIA01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,92.0,92.0,14.142135623730951,102.0,82.0,2
HUYK01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
JONC01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,35.0,35.0,,35.0,35.0,1
SINS01,0.0,,,,,,,0.0,1.0,JJ,Friday,30.0,30.0,42.42640687119285,60.0,0.0,2
ROWD01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,70.0,70.0,14.142135623730951,80.0,60.0,2
COLC01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,30.0,30.0,,30.0,30.0,1
DAVA01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
SORM01,0.0,,,,,,,0.0,2.0,JJ,Wednesday,96.0,96.0,5.656854249492381,100.0,92.0,2
MILE01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,80.0,80.0,14.142135623730951,90.0,70.0,2
WELL01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,30.0,30.0,,30.0,30.0,1
GRIA01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,80.0,80.0,14.142135623730951,90.0,70.0,2
KEIS01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,70.0,70.0,14.142135623730951,80.0,60.0,2
MCGV01,0.0,,,,,,,0.0,1.5,SINEAD,Thursday,53.44333333333333,50.0,15.13174257424879,70.0,40.33,3
RABH01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,30.0,30.0,,30.0,30.0,1
JARM01,0.0,,,,,,,0.0,1.0,JJ,Friday,92.0,92.0,14.142135623730951,102.0,82.0,2
LUL01,0.0,,,,,,,0.0,1.0,BECKY,Friday,67.5,67.5,10.606601717798213,75.0,60.0,2
BROT01,0.0,,,SHCW,SINEAD,SHCW,3.0,1.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
TOHS01,0.0,,,,,,,0.0,2.0,JJ,Thursday,60.95,60.95,29.769195487953652,82.0,39.9,2
COAA01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
JOHD01,0.0,,,SHCM,SINEAD,SHCM,7.0,1.0,1.0,SINEAD,Thursday,45.0,45.0,14.142135623730951,55.0,35.0,2
FOXS01,0.0,,,,,,,0.0,1.0,JJ,Friday,32.0,32.0,,32.0,32.0,1
KINN01,0.0,,,SHCW,JJ,SHCW,2.0,1.0,1.3333333333333333,JJ,Friday,67.8475,67.0,29.84023611948583,102.0,35.39,4
SEDD01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
SCOL01,0.0,,,,,,,0.0,1.0,BECKY,Friday,75.0,75.0,21.213203435596427,90.0,60.0,2
FINW01,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
NICM01,0.0,,,,,,,0.0,1.0,JJ,Friday,92.0,92.0,14.142135623730951,102.0,82.0,2
BARW01,0.0,,,,,,,0.0,2.0,JJ,Friday,35.365,35.365,6.5548798615992965,40.0,30.73,2
HOT01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
KOSI01,0.0,,,,,,,0.0,2.0,JJ,Friday,63.5,76.0,44.343357262766354,102.0,0.0,4
NIDN01,0.0,,,,,,,0.0,1.3333333333333333,BECKY,Saturday,50.5,50.0,15.524174696260024,70.0,32.0,4
WILB01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
HEIM01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,70.0,70.0,14.142135623730951,80.0,60.0,2
MAIK01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
NEML01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
STEI01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
STEM01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
LEIF01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,80.0,80.0,14.142135623730951,90.0,70.0,2
BARA01,0.0,,,,,,,0.0,2.0,SINEAD,Saturday,25.0,25.0,7.0710678118654755,30.0,20.0,2
YUES01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
ALIR01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
SKUT01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
BAIL01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
SARK01,0.0,,,,,,,0.0,1.6666666666666667,JJ,Sunday,120.02000000000001,102.0,66.38676072832595,224.1,52.0,5
FRAW01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,30.0,30.0,,30.0,30.0,1
KRIJ01,1.0,SHCW,JJ,,,,,0.0,1.0,JJ,Saturday,92.0,92.0,14.142135623730951,102.0,82.0,2
KATM01,0.0,,,CON,JOANNE,CON,2.0,1.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
OWED01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,45.0,45.0,14.142135623730951,55.0,35.0,2
BEAL01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,45.0,45.0,,45.0,45.0,1
BEAA01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,45.0,45.0,,45.0,45.0,1
MCKT01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
WRI*01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,42.5,42.5,10.606601717798213,50.0,35.0,2
STOV01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,40.0,40.0,,40.0,40.0,1
BOYL01,1.0,CON,SINEAD,,,,,0.0,2.0,SINEAD,Wednesday,57.5,57.5,17.67766952966369,70.0,45.0,2
MCGA01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,78.0,82.0,26.229754097208,102.0,50.0,3
RUTM01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
YOUS01,0.0,,,,,,,0.0,1.5,SINEAD,Thursday,100.0,90.0,36.05551275463989,140.0,70.0,3
ZUGL01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,30.0,30.0,,30.0,30.0,1
RODP01,0.0,,,CHLFH,JOANNE,CHLFH,4.5,2.0,1.5714285714285714,SINEAD,Saturday,52.33909090909091,50.0,41.031875524900265,160.0,20.0,11
GREM01,0.0,,,,,,,0.0,3.0,JJ,Thursday,53.73333333333333,50.4,26.756183086033282,82.0,28.8,3
ROLD01,0.0,,,SHCM,JJ,SHCM,0.0,1.0,1.0,JJ,Wednesday,40.0,40.0,,40.0,40.0,1
BANR01,0.0,,,,,,,0.0,2.0,BECKY,Saturday,53.75,52.5,12.5,70.0,40.0,4
GELK01,0.0,,,,,,,0.0,1.5,JJ,Thursday,78.13333333333334,82.0,26.016405080897194,102.0,50.4,3
MOIB01,0.0,,,SHCW,SINEAD,SHCW,2.0,1.0,2.0,SINEAD,Thursday,66.575,70.0,22.276800338767984,90.0,36.3,4
BUSM01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
CARC01,1.0,CON,JJ,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
CASH01,2.0,CON,JJ,,,,,0.0,1.0,JJ,Tuesday,92.0,92.0,14.142135623730951,102.0,82.0,2
GALB01,0.0,,,,,,,0.0,1.0,JJ,Thursday,53.333333333333336,60.0,11.547005383792515,60.0,40.0,3
SMIC01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,80.0,80.0,14.142135623730951,90.0,70.0,2
MOYJ01,0.0,,,,,,,0.0,1.0,JJ,Thursday,40.0,40.0,,40.0,40.0,1
GRET01,0.0,,,,,,,0.0,1.5,JJ,Wednesday,47.13333333333333,41.4,11.164825718896527,60.0,40.0,3
LEWH01,0.0,,,,,,,0.0,1.0,JJ,Friday,32.0,32.0,,32.0,32.0,1
REIM01,0.0,,,,,,,0.0,1.0,BECKY,Friday,40.0,40.0,14.142135623730951,50.0,30.0,2
KM01,0.0,,,,,,,0.0,3.0,JJ,Friday,60.63333333333333,62.1,22.13647066118114,82.0,37.8,3
ARMG01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
MUMK01,0.0,,,,,,,0.0,1.3333333333333333,JJ,Friday,75.5,75.0,4.93288286231625,82.0,70.0,4
OZIS01,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
HARW01,0.0,,,,,,,0.0,2.0,JJ,Friday,34.4,34.4,7.91959594928933,40.0,28.8,2
RANZ01,0.0,,,,,,,0.0,1.0,BECKY,Friday,60.0,60.0,,60.0,60.0,1
MCGA02,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,35.0,35.0,,35.0,35.0,1
ROGE01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
MACB01,0.0,,,,,,,0.0,3.0,JJ,Saturday,48.75,33.52,28.829115491114187,82.0,30.73,3
WHIA01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
WINL01,0.0,,,SHCW,BECKY,SHCW,25.0,1.0,2.0,SINEAD,Saturday,53.0,53.0,24.041630560342615,70.0,36.0,2
HYSA01,0.0,,,,,,,0.0,1.0,JJ,Thursday,40.0,40.0,,40.0,40.0,1
HOS01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
CULT01,1.0,CON,SINEAD,,,,,0.0,1.0,SINEAD,Saturday,35.0,35.0,49.49747468305833,70.0,0.0,2
WAGL01,0.0,,,,,,,0.0,1.0,JJ,Sunday,82.0,82.0,,82.0,82.0,1
ZHIJ01,0.0,,,,,,,0.0,1.0,JJ,Sunday,82.0,82.0,,82.0,82.0,1
TAYD01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
GRIP01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,42.5,42.5,10.606601717798213,50.0,35.0,2
ALVJ01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
TAYE01,1.0,SHCM,JJ,SHCM,JJ,SHCM,0.0,1.0,1.0,JJ,Friday,50.0,50.0,14.142135623730951,60.0,40.0,2
CYRA01,1.0,CON,BECKY,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
FLEB01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
ATKN01,0.0,,,,,,,0.0,2.0,JJ,Wednesday,66.2,66.2,22.344574285494904,82.0,50.4,2
DENB01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,35.0,35.0,,35.0,35.0,1
LEEV01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
LEFN01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
BHAJ01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
BRIK01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
OKEM01,0.0,,,,,,,0.0,1.0,JJ,Thursday,92.0,92.0,14.142135623730951,102.0,82.0,2
MARR01,0.0,,,,,,,0.0,1.0,JJ,Thursday,76.0,76.0,8.48528137423857,82.0,70.0,2
COLE01,0.0,,,,,,,0.0,1.0,JJ,Friday,50.0,50.0,14.142135623730951,60.0,40.0,2
COLB01,0.0,,,SHCM,JJ,SHCM,0.0,1.0,1.0,JJ,Friday,50.0,50.0,14.142135623730951,60.0,40.0,2
ALIR02,0.0,,,,,,,0.0,1.0,BECKY,Friday,30.0,30.0,,30.0,30.0,1
RICC01,0.0,,,,,,,0.0,2.0,BECKY,Friday,60.0,60.0,28.284271247461902,80.0,40.0,2
ZIMJ01,0.0,,,,,,,0.0,1.0,BECKY,Friday,45.0,45.0,21.213203435596427,60.0,30.0,2
GUYD01,0.0,,,CCAMO,BECKY,CCAMO,1.0,2.0,2.0,BECKY,Friday,37.5,37.5,3.5355339059327378,40.0,35.0,2
BENS01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
MICK01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
NICP01,0.0,,,,,,,0.0,1.3333333333333333,BECKY,Friday,39.7,40.0,11.90350088559384,50.0,28.8,4
CAND01,0.0,,,,,,,0.0,1.6666666666666667,JJ,Saturday,50.0,45.0,9.354143466934854,60.0,40.0,5
SCOJ01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,60.0,60.0,,60.0,60.0,1
BROF01,0.0,,,,,,,0.0,2.0,JOANNE,Saturday,91.25,92.5,51.051444641655344,140.0,40.0,4
LAMC01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,30.0,30.0,,30.0,30.0,1
ODOA01,0.0,,,,,,,0.0,1.0,BECKY,Saturday,40.0,40.0,,40.0,40.0,1
SHIL01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
CHUJ01,0.0,,,,,,,0.0,1.5,SINEAD,Thursday,50.35,50.0,19.477358650494683,70.0,31.05,3
BENL01,0.0,,,,,,,0.0,1.5,JOANNE,Saturday,94.0,92.0,95.01578816175763,190.0,0.0,3
GAGC01,0.0,,,,,,,0.0,1.0,JJ,Saturday,82.0,82.0,,82.0,82.0,1
HESM01,0.0,,,,,,,0.0,1.0,SINEAD,Saturday,70.0,70.0,,70.0,70.0,1
STEL01,0.0,,,,,,,0.0,1.0,JJ,Friday,82.0,82.0,,82.0,82.0,1
SARM01,0.0,,,,,,,0.0,1.5,JJ,Saturday,72.33333333333333,82.0,19.39931270260195,85.0,50.0,3
JONK01,0.0,,,,,,,0.0,1.0,BECKY,Sunday,60.0,60.0,,60.0,60.0,1
DAV*01,0.0,,,,,,,0.0,1.0,JJ,Friday,92.0,92.0,14.142135623730951,102.0,82.0,2
KIMS01,0.0,,,,,,,0.0,2.0,JJ,Tuesday,83.5,83.5,12.020815280171307,92.0,75.0,2
JUDJ01,0.0,,,,,,,0.0,1.0,SINEAD,Tuesday,70.0,70.0,,70.0,70.0,1
KIMY01,0.0,,,,,,,0.0,1.0,JJ,Tuesday,82.0,82.0,,82.0,82.0,1
BOSJ01,0.0,,,,,,,0.0,1.6666666666666667,SINEAD,Tuesday,62.85,70.0,29.228884686214077,90.0,30.73,5
ALZR01,0.0,,,,,,,0.0,1.0,BECKY,Tuesday,60.0,60.0,,60.0,60.0,1
TAYJ01,0.0,,,,,,,0.0,2.0,JJ,Tuesday,131.0,131.0,41.012193308819754,160.0,102.0,2
MCPL01,0.0,,,,,,,0.0,2.0,BECKY,Tuesday,95.0,95.0,77.78174593052023,150.0,40.0,2
ANDN01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
SINJ01,0.0,,,,,,,0.0,1.0,JJ,Wednesday,82.0,82.0,,82.0,82.0,1
CRIV01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
CABL01,0.0,,,,,,,0.0,1.0,JOANNE,Wednesday,65.0,65.0,,65.0,65.0,1
BERH01,0.0,,,,,,,0.0,1.5,JJ,Wednesday,78.0,90.0,22.538855339169288,92.0,52.0,3
RUPN01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
MCLE01,0.0,,,,,,,0.0,1.0,SINEAD,Wednesday,70.0,70.0,,70.0,70.0,1
SOLR01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
DINJ01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
MONE01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
NORB01,0.0,,,,,,,0.0,1.0,JJ,Thursday,0.0,0.0,,0.0,0.0,1
NORL01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
SHAP01,0.0,,,,,,,0.0,1.0,BECKY,Thursday,60.0,60.0,,60.0,60.0,1
STEP01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,70.0,70.0,,70.0,70.0,1
HOLS01,0.0,,,,,,,0.0,1.0,JOANNE,Thursday,120.0,120.0,,120.0,120.0,1
TAYR01,0.0,,,SHCM,JJ,SHCM,0.0,1.0,1.0,JJ,Thursday,40.0,40.0,,40.0,40.0,1
TAYT01,0.0,,,,,,,0.0,1.0,SINEAD,Thursday,35.0,35.0,,35.0,35.0,1
BOES01,0.0,,,,,,,0.0,1.0,JOANNE,Friday,120.0,120.0,0.0,120.0,120.0,2
MARK01,2.0,CON,BECKY,SHCW,BECKY,SHCW,0.0,1.0,1.0,BECKY,Thursday,70.0,70.0,14.142135623730951,80.0,60.0,2
REIC01,0.0,,,,,,,0.0,1.0,JOANNE,Thursday,140.0,140.0,,140.0,140.0,1
ROSD01,0.0,,,,,,,0.0,1.0,JJ,Thursday,82.0,82.0,,82.0,82.0,1
THOW01,0.0,,,,,,,0.0,1.0,JJ,Friday,67.0,67.0,49.49747468305833,102.0,32.0,2
